ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
cbv,Cacua,Puinavean,NE-South-America,1.171797395,8.710513115,0,,,150,300.3979875,0
toc,Coyutla Totonac,Totonacan,,1.46023953,9.61154747,0,,,48100,299.9570096,0
yur,Yurok,Algic,California,,,0,0.524829924,21,12,296.8438945,0
nhu,Noone,Niger-Congo,African-Savannah,1.52080524,8.07499218,0,0.444444448,9,25000,296.304951,0
yle,Yele,Yele-West-New-Britain,S-New-Guinea,1.336464882,8.02570343,0,0.742857158,7,3750,294.5106917,0
kgj,Gamale Kham,Sino-Tibetan,Indic,,,0,0.818181813,11,13100,293.5326784,0
kza,Western Karaboro,Niger-Congo,African-Savannah,,,0,0.642857134,7,30200,293.1797296,0
yuw,Yau,Trans-New-Guinea,,1.397715688,9.510109901,0,,,1700,292.1097624,0
yss,Yessan-Mayo,Sepik,N-Coast-New-Guinea,1.280269623,8.08100605,0,0.466666669,5,1990,290.5381958,0
nal,Nalik,Austronesian,N-Coast-New-Guinea,,,0,0,2,5140,287.8485135,0
kqf,Kakabai,Austronesian,,1.435247064,8.198610306,0,,,900,287.789019,0
lgu,Longgu,Austronesian,Oceania,,,0,0.222222224,9,1890,286.1475565,0
bkv,Bekwarra,Niger-Congo,,1.370458245,8.205433846,0,,,100000,285.3555037,0
hot,Hote,Austronesian,,1.408243775,7.882677078,0,,,2240,284.8621823,0
miy,Ayutla Mixtec,Otomanguean,Mesoamerica,,,0,0,1,8500,284.0517801,0
eky,Eastern Kayah,Sino-Tibetan,Southeast-Asia,,,0,0.143229172,16,18000,283.075263,0
iri,Irigwe,Niger-Congo,,1.487166762,7.443047047,0,,,40000,282.4647164,0
jbt,Jabutí,Jabutian,NE-South-America,,,0,1,1,5,282.0995585,0
agu,Aguacateco,Mayan,Mesoamerica,1.446972847,8.5382061,0,,,18000,281.8814941,0
tbc,Takia,Austronesian,N-Coast-New-Guinea,1.575478554,8.402189255,0,0.400000006,5,40000,281.2632401,0
mqs,West Makian,West-Papuan,Oceania,,,0,0.518518507,9,12000,280.5336008,0
lac,Lacandon,Mayan,Mesoamerica,1.358393073,7.749828339,0,0.600000024,5,1000,280.0306753,0
btt,Bete-Bendi,Niger-Congo,,1.445052862,7.984585762,0,,,36800,278.2482262,0
ded,Dedua,Trans-New-Guinea,,1.492855787,9.960157394,0,,,5620,278.1061953,0
kgf,Kube,Trans-New-Guinea,,1.478415847,9.873085022,0,,,6000,277.9605124,0
uwa,Kuku-Uwanh,Australian,N-Australia,,,0,0.375,8,40,277.9207983,0
cac,San Sebastián Coatán Chuj,Mayan,Mesoamerica,1.334942102,8.101395607,0,,,19500,277.2050702,0
mrc,Maricopa,Cochimí-Yuman,Basin-and-Plains,,,0,0.749900818,24,160,275.8180361,0
smk,Bolinao,Austronesian,,1.515688419,8.597958565,0.088967972,,,50000,273.484277,0
coo,Comox,Salish,Alaska-Oregon,,,0,1,4,400,273.1375868,0
sdp,Sherdukpen,Sino-Tibetan,Indic,,,0,1,2,3100,272.8743909,0
wra,Warapu,Skou,N-Coast-New-Guinea,,,0,0.333333343,6,300,270.0408076,0
cjv,Chuave,Trans-New-Guinea,Interior-New-Guinea,1.256971717,8.329983711,0,,,23100,269.5087985,0
lui,Luiseño,Uto-Aztecan,California,,,0,0.857142866,7,35,268.7442593,0
rji,Raji,Sino-Tibetan,Indic,,,0,0,1,2410,267.8654721,0
llp,North Efate,Austronesian,Oceania,,,0,0,1,9500,266.5803549,0
niu,Niue,Austronesian,Oceania,,,,0.166666672,12,7950,266.1852725,1
wog,Wogamusin,Sepik,N-Coast-New-Guinea,,,0,0.5,2,700,265.4331577,0
wac,Wasco-Wishram,Chinookan,Alaska-Oregon,,,0,0.976190448,6,69,264.2894621,0
mjd,Northwest Maidu,Maiduan,California,,,0,1,9,4,263.9379284,0
xaw,Kawaiisu,Uto-Aztecan,California,,,0,0.857142866,7,5,263.5845975,0
tmd,Haruai,Piawi,Interior-New-Guinea,,,0,0.75,4,2000,262.3272247,0
zpl,Lachixío Zapotec,Otomanguean,,1.357146144,8.517661095,0,,,6500,261.7638107,0
xub,Betta Kurumba,Dravidian,Indic,,,0,0.800000012,5,32000,260.8919363,0
nzm,Zeme Naga,Sino-Tibetan,Southeast-Asia,,,0,0.166666672,6,72800,258.8539159,0
yml,Iamalele,Austronesian,,1.306490779,8.04561615,0,,,2800,258.3990337,0
gqa,Ga'anda,Afro-Asiatic,African-Savannah,,,0,1,3,43000,257.640635,0
tcx,Toda,Dravidian,Indic,,,0,1,1,1100,257.5958537,0
gah,Alekano,Trans-New-Guinea,Interior-New-Guinea,1.460585952,9.824321747,0,1,10,25000,257.3404537,0
pym,Fyam,Niger-Congo,African-Savannah,,,0,0.545454562,11,3000,256.6688297,0
mig,San Miguel el Grande Mixtec,Otomanguean,Mesoamerica,1.313938141,8.927341461,0,0.428342491,26,14500,254.8929216,0
lkr,Päri,Nilo-Saharan,African-Savannah,,,0,0.666666687,9,28000,251.9266656,0
djj,Djeebbana,Australian,N-Australia,,,0.294117659,0.625,8,100,250.7838551,0
dww,Dawawa,Austronesian,,1.341468692,8.527762413,0,,,2500,250.232872,0
ctu,Tumbalá Chol,Mayan,,1.32476449,7.980294228,0,,,90000,249.7390636,0
urk,Urak Lawoi',Austronesian,Southeast-Asia,1.31474638,7.5190835,0,0.025,10,3000,249.0943667,0
aak,Ankave,Trans-New-Guinea,,1.356197,9.99088192,0,,,1600,249.0692967,0
tee,Huehuetla Tepehua,Totonacan,Mesoamerica,1.249531865,8.012248039,0,0.555555582,9,3000,248.6020084,0
skv,Skou,Skou,N-Coast-New-Guinea,,,0,0.75,3,700,248.4830152,0
tvk,Southeast Ambrym,Austronesian,Oceania,,,0,0.333333343,2,3700,247.9097128,0
nck,Nakara,Australian,N-Australia,,,0,0.583333313,3,88,247.3863081,0
mhz,Mor,Austronesian,N-Coast-New-Guinea,,,0,1,2,700,246.7587921,0
mif,Mofu-Gudur,Afro-Asiatic,African-Savannah,1.297784328,7.58318615,0,0,3,60000,245.5829781,0
klt,Nukna,Trans-New-Guinea,,1.473499417,8.741669655,0,,,850,245.2791811,0
agt,Central Cagayan Agta,Austronesian,Oceania,1.401983142,7.607565403,0,0.625,8,780,244.088012,0
bgs,Tagabawa,Austronesian,,1.192088485,7.712948322,0,,,43000,240.6222323,0
amm,Ama,Arai-(Left-May),N-Coast-New-Guinea,1.227580667,8.539975166,0,,,480,237.7539299,0
hag,Hanga,Niger-Congo,,1.419540524,7.388212681,0,,,6800,236.170298,0
mjc,San Juan Colorado Mixtec,Otomanguean,Mesoamerica,1.184547901,7.039534569,0,,,13500,235.3352333,0
kls,Kalasha,Indo-European,Indic,,,0,1,1,5030,234.6192581,0
tzj,Eastern Tzutujil,Mayan,Mesoamerica,1.378989339,8.709917068,0,,,50000,233.2571979,0
laf,Lafofa,Niger-Congo,African-Savannah,,,0,0.5,2,600,233.220007,0
thp,Thompson,Salish,Alaska-Oregon,,,0,0.400000006,3,720,232.3215332,0
lvk,Lavukaleve,Central-Solomons,Oceania,,,0,0.598855317,26,1780,230.9049134,0
yum,Quechan,Cochimí-Yuman,Basin-and-Plains,,,0,1,1,150,230.4220279,0
srs,Sarsi,Eyak-Athabaskan,Basin-and-Plains,,,0,0.545454562,11,50,225.4849933,0
xtm,Magdalena Peñasco Mixtec,Otomanguean,,1.196387291,6.977087021,0,,,7350,224.4932896,0
lww,Lewo,Austronesian,Oceania,,,0,0.428571433,7,2200,224.4621155,0
nnh,Ngiemboon,Niger-Congo,African-Savannah,1.667242765,8.931922913,0,,,250000,224.3711796,0
aja,Aja,Nilo-Saharan,African-Savannah,,,0,1,2,200,222.937805,0
heg,Helong,Austronesian,,1.40468955,8.413092613,0,,,14000,221.6511564,0
tnm,Tabla,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,,,0,0.5,2,3750,220.4923544,0
wig,Wik-Ngathana,Australian,N-Australia,,,0,1,1,130,220.2010882,0
gaw,Nobonob,Trans-New-Guinea,,1.338259697,8.396260262,0,,,5000,220.1766465,0
bdd,Bunama,Austronesian,,1.409860969,9.150147438,0,,,4000,219.5208946,0
avt,Au,Torricelli,N-Coast-New-Guinea,1.354162812,8.41404438,0,0.25,8,8000,219.4572077,0
kyg,Keyagana,Trans-New-Guinea,,1.101280808,10.33364201,0,,,12300,219.2389866,0
tzo,Venustiano Carranza Tzotzil,Mayan,,1.31849122,8.397117615,0,,,4230,218.6409108,0
klr,Khaling,Sino-Tibetan,Indic,,,0,0.777777791,9,18000,214.9468673,0
aso,Dano,Trans-New-Guinea,,1.37822473,9.477218628,0,,,30000,214.8810341,0
waa,Walla Walla,Sahaptian,Basin-and-Plains,,,0,0.875,8,100,214.2582088,0
mna,Mbula,Austronesian,N-Coast-New-Guinea,1.456082821,8.383844376,0,0.5,2,4500,213.4197809,0
agn,Agutaynen,Austronesian,,1.358595252,8.010170937,0,,,15000,213.3679295,0
tzn,Tugun,Austronesian,Oceania,,,0,0.75,4,1200,212.8277558,0
nbc,Chang Naga,Sino-Tibetan,Southeast-Asia,,,0,0.666666687,9,60900,212.4571863,0
leu,Kara,Austronesian,N-Coast-New-Guinea,1.381209254,7.735731602,0,,,5000,211.9025153,0
chz,Ozumacín Chinantec,Otomanguean,,1.354790092,8.722851753,0,,,5000,211.649735,0
ncg,Nisga'a,Tsimshian,Alaska-Oregon,,,0.635593235,0.142857149,10,920,211.3460715,0
mah,Marshallese,Austronesian,Oceania,1.548033953,8.048946381,,1,1,43900,211.0906662,1
csy,Siyin Chin,Sino-Tibetan,Southeast-Asia,1.511669159,8.019504547,0,0.111111112,9,10000,209.23036,0
sac,Mesquakie,Algic,E-North-America,,,0,1,2,250,207.9703027,0
atg,Ivbie North-Okpela-Arhe,Niger-Congo,,1.592186809,8.108221054,0,,,20000,207.5598355,0
bbl,Bats,North-Caucasian,Greater-Mesopotamia,,,0,0.625,8,3420,206.8156691,0
omb,East Ambae,Austronesian,Oceania,,,0,0.190476194,7,5000,206.5517182,0
mhl,Mauwake,Trans-New-Guinea,,1.444272637,8.884832382,0,,,2390,206.4453707,0
ndt,Ndunga,Niger-Congo,S-Africa,,,0,0.5,6,2500,205.8002732,0
gam,Kandawo,Trans-New-Guinea,,1.382659912,7.907316208,0,,,4000,203.7487533,0
cut,Teutila Cuicatec,Otomanguean,Mesoamerica,1.168472886,7.289656639,0,,,3690,202.3106046,0
tkw,Teanu,Austronesian,Oceania,,,0,0.200000003,5,520,201.7101479,0
jle,Ngile,Niger-Congo,African-Savannah,,,0,0.75,4,38000,201.6957324,0
van,Valman,Torricelli,N-Coast-New-Guinea,,,0,0.300000012,10,1740,199.5967273,0
snf,Noon,Niger-Congo,African-Savannah,,,0,0.601851881,9,32900,198.8068311,0
mnf,Mundani,Niger-Congo,African-Savannah,1.709298253,8.536215782,0,1,1,34000,198.5953383,0
wsk,Waskia,Trans-New-Guinea,N-Coast-New-Guinea,1.480773211,8.422410011,0,0.516666651,10,20000,197.432715,0
anh,Nend,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,1,2000,195.7006302,0
nko,Nkonya,Niger-Congo,African-Savannah,1.559315085,,0,0.5625,8,28000,194.5438378,0
aai,Arifama-Miniafia,Austronesian,,1.591130376,9.266412735,0,,,3470,194.0079588,0
mxp,Tlahuitoltepec Mixe,Mixe-Zoquean,Mesoamerica,1.480053902,8.651484489,0,1,1,5000,194.0069799,0
spl,Selepet,Trans-New-Guinea,N-Coast-New-Guinea,1.373890281,9.409114838,0,0.857142866,7,7000,193.7401641,0
enn,Engenni,Niger-Congo,African-Savannah,,,0,0.291666657,12,20000,193.5066095,0
cld,Chaldean Neo-Aramaic,Afro-Asiatic,Greater-Mesopotamia,,,0,1,6,110000,193.0627419,0
maj,Jalapa de Díaz Mazatec,Otomanguean,,1.343474746,8.681996346,0,,,24200,192.877591,0
mhd,Mbugu,Mixed-language,S-Africa,,,0,1,1,7000,192.8609542,0
bav,Vengo,Niger-Congo,African-Savannah,1.488094687,7.955605507,0,0.393939406,11,27000,191.845107,0
div,Maldivian,Indo-European,Indic,,,,0.944444418,3,371000,190.769449,1
amk,Ambai,Austronesian,N-Coast-New-Guinea,1.442789078,9.103782654,0,0.5,8,10100,190.0430024,0
cku,Koasati,Muskogean,E-North-America,,,0,0.772222221,24,200,189.8064708,0
zam,Miahuatlán Zapotec,Otomanguean,,1.277178884,8.243825912,0,,,1000,187.0689059,0
mir,Isthmus Mixe,Mixe-Zoquean,,1.262943387,9.031121254,0,,,20000,184.3137283,0
clm,Clallam,Salish,Alaska-Oregon,,,1,1,1,10,184.175919,0
ikk,Ika,Niger-Congo,,1.715537071,,0,,,22800,184.1299534,0
mil,Peñoles Mixtec,Otomanguean,Mesoamerica,1.149589419,8.94328022,0,0.333333343,9,13400,183.7125711,0
agq,Aghem,Niger-Congo,African-Savannah,,,0,0,2,26700,183.2016821,0
ogo,Khana,Niger-Congo,African-Savannah,,,0,0.378787875,11,200000,183.0554569,0
jup,Hupdë,Puinavean,NE-South-America,,,0,0.833333313,6,1360,181.2105036,0
gej,Gen,Niger-Congo,,1.624783516,8.198090553,,,,327000,180.5832071,1
mla,Malo,Austronesian,Oceania,,,0,0.5,1,4000,180.1763614,0
can,Chambri,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,1,2,1700,180.0302984,0
pei,Chichimeca-Jonaz,Otomanguean,Mesoamerica,,,0,0.5,2,200,179.3568539,0
ure,Uru,Chipaya-Uru,Andean,,,0,1,2,2,179.1642301,0
agg,Angor,Senagi,N-Coast-New-Guinea,1.301910758,9.652584076,0,0.5,8,1270,179.1484215,0
kwk,Kwakiutl,Wakashan,Alaska-Oregon,,,0,1,5,190,178.4028189,0
rap,Rapa Nui,Austronesian,Oceania,,,0,0.217504412,27,3390,178.0327311,0
nnk,Nankina,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.5,2,2500,177.3069586,0
gnd,Zulgo-Gemzek,Afro-Asiatic,,1.289215446,7.427960873,0,,,26000,176.2914297,0
mmo,Mangga Buang,Austronesian,,1.375974655,8.581956863,0,,,3000,174.5928021,0
ser,Serrano,Uto-Aztecan,California,,,0,1,1,1,174.0171173,0
auw,Awyi,Border,N-Coast-New-Guinea,,,0,1,1,350,173.9125367,0
git,Gitxsan,Tsimshian,Alaska-Oregon,,,0,0.666666687,3,1330,170.226174,0
tnd,Angosturas Tunebo,Chibchan,,,,0,0,1,50,170.0349091,0
mmn,Mamanwa,Austronesian,Oceania,,,0,0.166666672,6,5150,169.9501237,0
otr,Otoro,Niger-Congo,African-Savannah,,,0,1,4,10000,169.4101195,0
maa,San Jerónimo Tecóatl Mazatec,Otomanguean,,1.387508631,8.761063576,0,,,21100,168.6055476,0
chq,Quiotepec Chinantec,Otomanguean,Mesoamerica,1.45714736,8.773200989,0,0.5,6,8000,167.7264934,0
bio,Nai,Kwomtari,N-Coast-New-Guinea,,,0,0.833333313,6,600,167.1770167,0
hla,Halia,Austronesian,Oceania,1.355568051,7.922710896,0,0.472222209,9,20000,166.7209459,0
skf,Sakirabiá,Tupian,,,,0,0.333333343,6,23,165.6100472,0
kpr,Korafe,Trans-New-Guinea,S-New-Guinea,1.323103786,9.118914604,0,,,3630,164.8989056,0
mih,Chayuco Mixtec,Otomanguean,Mesoamerica,1.260707378,6.893642426,0,,,30000,164.8466491,0
hei,Heiltsuk,Wakashan,Alaska-Oregon,,,0,1,1,300,163.8896331,0
tro,Tarao Naga,Sino-Tibetan,Southeast-Asia,,,0,0.833333313,6,870,162.6866844,0
bee,Byangsi,Sino-Tibetan,Indic,,,0.020710059,0.566666663,10,1730,162.054006,0
xed,Hdi,Afro-Asiatic,African-Savannah,1.421056151,8.00854969,0,0.888888896,3,29000,161.9748504,0
str,Straits Salish,Salish,Alaska-Oregon,,,0.892857134,1,1,20,160.9612783,0
aui,Anuki,Austronesian,,1.500717163,9.013493538,0,,,890,160.1259034,0
lil,Lillooet,Salish,Alaska-Oregon,,,0,1,5,200,159.5996067,0
drd,Darmiya,Sino-Tibetan,Indic,,,0,0.600000024,5,3800,158.3838606,0
poe,San Juan Atzingo Popoloca,Otomanguean,Mesoamerica,1.221752882,7.690646172,0,1,2,5000,158.2970895,0
aty,Aneityum,Austronesian,Oceania,,,0,0.466666669,10,900,158.2773064,0
khd,Bädi Kanum,South-Central-Papuan,S-New-Guinea,,,0,0.5,2,10,158.2389053,0
mky,East Makian,Austronesian,Oceania,,,0,0.332936496,21,20000,157.5275255,0
kmn,Awtuw,Sepik,N-Coast-New-Guinea,,,0,0.465277791,12,510,157.1411777,0
gww,Kwini,Australian,N-Australia,,,0,0.5,8,50,157.0680561,0
diq,Dimli,Indo-European,Greater-Mesopotamia,,,0,1,3,1000000,156.3855384,0
nhy,Northern Oaxaca Nahuatl,Uto-Aztecan,,1.397424102,9.077185631,0,,,9000,154.6019898,0
hoa,Hoava,Austronesian,Oceania,,,0,0.285714298,7,460,153.7920839,0
msu,Musom,Austronesian,N-Coast-New-Guinea,,,0,0.5,4,200,153.6696997,0
chx,Chantyal,Sino-Tibetan,Indic,,,0,0.777777791,6,2000,153.4384253,0
huz,Hunzib,North-Caucasian,Greater-Mesopotamia,,,0,0.727743268,23,1840,153.1991258,0
poo,Central Pomo,Pomoan,California,,,0,0.266666681,2,4,153.1115081,0
zoc,Copainalá Zoque,Mixe-Zoquean,Mesoamerica,,,0,0.735714257,13.5,10000,152.8460996,0
ttc,Tektiteko,Mayan,Mesoamerica,1.363584757,8.524265289,0,,,5900,152.7929166,0
rwa,Rawo,Skou,N-Coast-New-Guinea,,,0,0,6,640,152.4664559,0
otz,Ixtenco Otomi,Otomanguean,Mesoamerica,,,0,1,1,740,150.9883953,0
nwi,Southwest Tanna,Austronesian,Oceania,1.387091517,8.825938225,0,,,5000,150.3429067,0
kio,Kiowa,Kiowa-Tanoan,Basin-and-Plains,,,0,0.710317433,24,1100,149.6115271,0
bfd,Bafut,Niger-Congo,African-Savannah,1.678186059,8.627350807,0,,,105000,149.5092667,0
xbi,Kombio,Torricelli,N-Coast-New-Guinea,1.431765079,8.136600494,0,0.125,8,2970,148.7368055,0
sst,Sinasina,Trans-New-Guinea,Interior-New-Guinea,,,0,0.75,4,50100,148.51577,0
gyd,Kayardild,Australian,N-Australia,,,0,0.546611726,26,150,148.5153365,0
par,Panamint,Uto-Aztecan,Basin-and-Plains,,,0,0.472727269,11,20,148.1358627,0
dad,Marik,Austronesian,,1.520776153,8.723386765,0,,,3500,147.9499683,0
nhi,Tenango Nahuatl,Uto-Aztecan,,1.443166733,9.29507637,0,,,17100,147.8330556,0
geb,Kire,Ramu-Lower-Sepik,N-Coast-New-Guinea,1.261117458,8.342934608,0,1,1,2420,147.5160717,0
kla,Klamath-Modoc,Language-isolate,Basin-and-Plains,,,1,0.550000012,10,1,147.0391445,0
sgb,Mag-Anchi Ayta,Austronesian,,1.326989412,8.184884071,0,,,8200,145.0868867,0
mhq,Mandan,Siouan-Catawban,Basin-and-Plains,,,0,1,11,6,144.530437,0
gnn,Gumatj,Australian,N-Australia,1.22407794,9.496450424,0,1,1,300,143.565439,0
aie,Amara,Austronesian,N-Coast-New-Guinea,,,0,1,1,1170,141.8419324,0
uur,Ura,Austronesian,Oceania,,,0,0.5,4,6,140.4318709,0
akz,Alabama,Muskogean,E-North-America,,,0,1,2,100,140.270917,0
ssd,Siroi,Trans-New-Guinea,N-Coast-New-Guinea,1.391813278,8.548089027,0,0.454545468,11,1310,139.5981997,0
stn,Owa,Austronesian,,1.353959322,7.993645191,0,,,8410,139.3594082,0
nss,Nali,Austronesian,,1.389794469,8.560667038,0,,,1800,139.2372297,0
mxb,Tezoatlán Mixtec,Otomanguean,,1.272529364,7.938520908,0,,,6200,139.1817565,0
pbl,Mak,Niger-Congo,,1.471476436,8.292951584,0,,,5690,139.0021547,0
gyb,Garus,Trans-New-Guinea,N-Coast-New-Guinea,,,0,0.666666687,3,2650,137.4397892,0
agb,Legbo,Niger-Congo,African-Savannah,,,0,0.5,2,60000,136.128487,0
sll,Salt-Yui,Trans-New-Guinea,Interior-New-Guinea,1.343898892,8.733942986,0,0.620370388,9,6500,134.9259258,0
mit,Southern Puebla Mixtec,Otomanguean,,1.508275151,9.21396637,0,,,1330,134.8531681,0
tti,Tobati,Austronesian,N-Coast-New-Guinea,,,0,0.333333343,3,350,132.9488575,0
huv,San Mateo del Mar Huave,Huavean,Mesoamerica,1.363583326,8.857676506,0,0.504464269,12,12000,132.6232882,0
kvw,Wersing,Trans-New-Guinea,Oceania,,,0,0.25,1,3700,131.9932571,0
gdm,Laal,Unclassified,African-Savannah,,,0,0.5,8,750,131.2551548,0
mzz,Maiadomu,Austronesian,,1.384025931,9.065753937,0,,,730,131.1697095,0
urt,Urat,Torricelli,N-Coast-New-Guinea,,,0,0,6,6280,130.8308735,0
aey,Amele,Trans-New-Guinea,N-Coast-New-Guinea,1.492565751,9.399849892,0,0.456040561,27,5300,130.3710959,0
aoa,Angolar,Creole,S-Africa,,,0,0.5,1,5000,128.2676637,0
tow,Jemez,Kiowa-Tanoan,Basin-and-Plains,,,0,0,1,1300,128.0143176,0
kap,Bezhta,North-Caucasian,Greater-Mesopotamia,,,0,1,1,6200,127.0980665,0
clu,Caluyanun,Austronesian,,1.391440511,8.045379639,0,,,30000,126.0352513,0
tpa,Taupota,Austronesian,,1.433257937,8.114459038,0,,,1280,125.6775222,0
caq,Car Nicobarese,Austro-Asiatic,Southeast-Asia,,,,0.289495796,17,37000,125.3331492,1
iou,Tuma-Irumu,Trans-New-Guinea,,1.491526127,9.761500359,0,,,1500,123.8426172,0
frs,Eastern Frisian,Indo-European,Europe,,,0,0.150000006,5,2000,123.4214576,0
ptp,Patep,Austronesian,Interior-New-Guinea,1.378708363,7.287115097,0,,,1700,123.0718412,0
nop,Numanggang,Trans-New-Guinea,,1.549740076,10.09811687,0,,,2260,122.2632081,0
zpo,Amatlán Zapotec,Otomanguean,,1.426880598,7.51767683,0,,,10000,121.2998625,0
xtd,Diuxi-Tilantongo Mixtec,Otomanguean,,1.393909216,8.776755333,0,,,4220,120.1297466,0
brg,Baure,Maipurean,NE-South-America,,,0,0.555555582,9,13,119.7231311,0
chl,Cahuilla,Uto-Aztecan,California,,,0,0.768055558,18,14,119.3258158,0
cso,Sochiapan Chinantec,Otomanguean,Mesoamerica,1.293290496,8.183353424,0,,,5800,117.8020633,0
mpm,Yosondúa Mixtec,Otomanguean,Mesoamerica,1.347061753,7.031485558,0,0.083333336,3,5000,117.4860106,0
muy,Muyang,Afro-Asiatic,,1.388524652,8.269515038,0,,,30000,117.2992807,0
bzh,Mapos Buang,Austronesian,,1.534634113,8.429376602,0,,,10500,117.0490955,0
sob,Sobei,Austronesian,N-Coast-New-Guinea,,,0,0.666666687,6,1000,116.6541277,0
com,Comanche,Uto-Aztecan,Basin-and-Plains,,,0,0.614682555,21,200,116.2938489,0
cta,Tataltepec Chatino,Otomanguean,Mesoamerica,1.200873137,7.191753387,0,,,4000,115.8088601,0
bhq,Tukang Besi South,Austronesian,Oceania,,,0,0.409478009,26,130000,114.827674,0
tnn,North Tanna,Austronesian,,1.398524284,8.561591148,0,,,5000,114.4208808,0
cuc,Usila Chinantec,Otomanguean,Mesoamerica,1.317353964,9.326321602,0,,,9000,112.8019056,0
mxt,Jamiltepec Mixtec,Otomanguean,Mesoamerica,1.293617368,7.344437599,0,0,2,10000,112.7537359,0
ksi,Krisa,Skou,N-Coast-New-Guinea,,,0,0.125,8,420,112.2912984,0
too,Xicotepec de Juárez Totonac,Totonacan,Mesoamerica,1.312483311,9.030642509,0,0.40625,8,3000,110.3844595,0
mlu,To'abaita,Austronesian,Oceania,,,0,0,1,12600,108.6951083,0
kos,Kosraean,Austronesian,Oceania,,8.024600983,,0.284090906,11,8000,108.4303704,1
ogu,Ogbronuagum,Niger-Congo,African-Savannah,,,0,0.555555582,9,12000,108.1816295,0
zsr,Southern Rincon Zapotec,Otomanguean,,1.407019377,9.087217331,0,,,12000,108.1599943,0
mib,Atatláhuca Mixtec,Otomanguean,Mesoamerica,1.386007309,7.786866188,0,,,8300,107.2275944,0
wed,Wedau,Austronesian,S-New-Guinea,1.451129913,8.025627136,0,0.800000012,5,2200,106.5505193,0
xsi,Sio,Austronesian,N-Coast-New-Guinea,1.238391876,7.87003231,0,0.333333343,9,3500,105.5270627,0
iai,Iaai,Austronesian,Oceania,,,0,0.223437503,16,1560,105.5158169,0
jac,Eastern Jacalteco,Mayan,Mesoamerica,1.318847179,8.561410904,0,0.460393786,26,11000,104.949544,0
vay,Wayu,Sino-Tibetan,Indic,,,0,0.677272737,11,1740,104.5218985,0
swt,Sawila,Trans-New-Guinea,,,,0,0.5,1,3000,103.3421615,0
deg,Degema,Niger-Congo,African-Savannah,,,0,0.333333343,3,10000,102.898763,0
paw,Pawnee,Caddoan,Basin-and-Plains,,,0,0.863636374,11,20,100.7667312,0
ubr,Ubir,Austronesian,,1.483130693,8.748026848,0,,,2560,100.0986343,0
kxa,Kairiru,Austronesian,N-Coast-New-Guinea,,,0,0.333333343,9,3200,99.08532438,0
upv,Uripiv-Wala-Rano-Atchin,Austronesian,Oceania,1.443992019,8.394604683,0,0.375,4,9000,98.91285583,0
mfh,Matal,Afro-Asiatic,,1.38433218,7.91630888,0,,,18000,98.74581073,0
yap,Yapese,Austronesian,Oceania,,,,0.243055552,12,6590,97.89749301,1
ksr,Borong,Trans-New-Guinea,N-Coast-New-Guinea,1.448491335,10.08066463,0,,,2070,97.76055493,0
yee,Yimas,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,0.708333313,20,300,97.09123824,0
lti,Leti,Austronesian,Oceania,,,0,1,4,7500,96.90116924,0
bmk,Ghayavi,Austronesian,,1.450573206,8.616472244,0,,,2810,95.17839465,0
zpq,Zoogocho Zapotec,Otomanguean,Mesoamerica,1.429084778,9.210459709,0,0.5,6,1000,94.64535019,0
nhg,Tetelcingo Nahuatl,Uto-Aztecan,Mesoamerica,1.54155004,9.290959358,0,0.455952376,21,3500,94.53567508,0
cly,Eastern Highland Chatino,Otomanguean,,1.28727293,7.334989548,0,,,2000,94.27287593,0
imi,Anamgura,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,5,1250,94.12405386,0
tku,"Totonac, Upper Necaxa",Totonacan,,1.372241735,9.345222473,0,,,3400,93.91372287,0
xwg,Kwegu,Nilo-Saharan,Greater-Abyssinia,,,0.009881806,0.5,8,450,92.62379759,0
wnu,Usan,Trans-New-Guinea,N-Coast-New-Guinea,1.431710601,8.305103302,0,0.520238101,14,1400,92.54739041,0
fud,East Futuna,Austronesian,Oceania,,,0,0.125,2,3600,92.10220836,0
tex,Tennet,Nilo-Saharan,African-Savannah,,,0,0.5,10,4000,91.77162043,0
att,Pamplona Atta,Austronesian,,1.345562696,7.728102684,0,,,1000,91.74699569,0
mkf,Miya,Afro-Asiatic,African-Savannah,,,0,0.492307693,13,30000,91.72333115,0
cwt,Kuwaataay,Niger-Congo,,1.621720314,9.820439339,0,,,6210,91.49111408,0
zat,Tabaa Zapotec,Otomanguean,,1.32703793,8.549407959,0,,,2000,90.57779855,0
rmy,Vlax Romani,Indo-European,Europe,1.496582747,8.571964264,0,0.375,4,408570,90.18005643,0
pls,San Marcos Tlalcoyalco Popoloca,Otomanguean,,1.35126996,8.023936272,0,,,5000,90.00073396,0
kdr,Karaim,Altaic,Inner-Asia,,,0,1,1,120,88.46709153,0
gkn,Gokana,Niger-Congo,African-Savannah,1.582269192,8.092110634,0,0.222222224,9,100000,87.86426913,0
lml,Hano,Austronesian,Oceania,,,,0.5,2,6500,87.77900657,1
